Lot,Process001_MachineNo,Process002_MachineNo,Process003_MachineNo,Process004_MachineNo,Process005_MachineNo,Process006_MachineNo,Process007_MachineNo,Process008_MachineNo,Process009_MachineNo,Process010_MachineNo,Process011_MachineNo,Process012_MachineNo,Process013_MachineNo,Process014_MachineNo,Process015_MachineNo,Process016_MachineNo,Process017_MachineNo,Process018_MachineNo,Process019_MachineNo,Process020_MachineNo,Process021_MachineNo,Process022_MachineNo,Process023_MachineNo,Process024_MachineNo,Process025_MachineNo,Process026_MachineNo,Process027_MachineNo,Process028_MachineNo,Process029_MachineNo,Process030_MachineNo,Process031_MachineNo,Process032_MachineNo,Process033_MachineNo,Process034_MachineNo,Process035_MachineNo,Final,CurrentTotalNum,BadNum,TotalNum
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,10,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,,,,,,,,,,,,,,,,,,,,,,,,,11,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,,,,,,,,,,,,,,,,,,,,,,,,12,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,,,,,,,,,,,,,,,,,,,,,,,13,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,,,,,,,,,,,,,,,,,,,,,,14,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,,,,,,,,,,,,,,,,,,,,,15,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,PL-016,,,,,,,,,,,,,,,,,,,,16,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,,,,,,,,,,,,,,,,,,,17,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,,,,,,,,,,,,,,,,,,18,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,,,,,,,,,,,,,,,,,19,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,,,,,,,,,,,,,,,,20,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,,,,,,,,,,,,,,,21,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-051,,,,,,,,,,,,,,22,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-051,LS-033,,,,,,,,,,,,,23,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-051,LS-033,IS-009,,,,,,,,,,,,24,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-051,LS-033,IS-009,FT-088,,,,,,,,,,,25,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-051,LS-033,IS-009,FT-088,GA-539,,,,,,,,,,26,96,0,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-051,LS-033,IS-009,FT-088,GA-539,MS-020,,,,,,,,,27,96,8,96
WB2018500017-A00036,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-002,DM-005,ME-006,ME-004,SB-001,PL-016,LS-054,LS-065,FT-037,LS-063,CR-049,LS-051,LS-033,IS-009,FT-088,GA-539,MS-020,AL-003,,,,,,,,-1,88,1,96
WB2018500017-A00038,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,64,0,64
WB2018500017-A00038,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,64,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,64,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,64,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,64,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,64,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,64,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,64,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,9,64,1,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,10,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,,,,,,,,,,,,,,,,,,,,,,,,,11,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,,,,,,,,,,,,,,,,,,,,,,,,12,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,,,,,,,,,,,,,,,,,,,,,,,13,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,,,,,,,,,,,,,,,,,,,,,,14,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,15,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,,,,,,,,,,,,,,,,,,,,16,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,,,,,,,,,,,,,,,,,,,17,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,,,,,,,,,,,,,,,,,,18,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,,,,,,,,,,,,,,,,,19,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,,,,,,,,,,,,,,,,20,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,,,,,,,,,,,,,,,21,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,,,,,,,,,,,,,,22,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,,,,,,,,,,,,,23,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,,,,,,,,,,,,24,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,GA-539,,,,,,,,,,,25,63,0,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,GA-539,MS-020,,,,,,,,,,26,63,4,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,GA-539,MS-020,AL-002,,,,,,,,,27,59,1,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,GA-539,MS-020,AL-002,MK-016,,,,,,,,28,58,2,64
WB2018500017-A00038,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,GA-539,MS-020,AL-002,MK-016,MS-041,,,,,,,-1,56,2,64
WB2018500081-A00040,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96,0,96
WB2018500081-A00040,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,10,96,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,,,,,,,,,,,,,,,,,,,,,,,,,11,96,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,,,,,,,,,,,,,,,,,,,,,,,,12,96,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,,,,,,,,,,,,,,,,,,,,,,,13,96,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,,,,,,,,,,,,,,,,,,,,,,14,96,1,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,15,95,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,,,,,,,,,,,,,,,,,,,,16,95,1,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,,,,,,,,,,,,,,,,,,,17,94,3,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,,,,,,,,,,,,,,,,,,18,91,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,,,,,,,,,,,,,,,,,19,91,1,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,,,,,,,,,,,,,,,,20,90,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,,,,,,,,,,,,,,,21,90,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,,,,,,,,,,,,,,22,90,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,,,,,,,,,,,,,23,90,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,FT-078,,,,,,,,,,,,24,90,1,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,FT-078,GA-539,,,,,,,,,,,25,89,0,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,FT-078,GA-539,MS-020,,,,,,,,,,26,89,8,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,FT-078,GA-539,MS-020,AL-002,,,,,,,,,27,81,3,96
WB2018500081-A00040,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-009,FT-078,GA-539,MS-020,AL-002,MS-041,,,,,,,,-1,78,0,96
WB2018500081-A00041,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96,0,96
WB2018500081-A00041,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,,,,,,,,,,,,,,,,,,,,,,,,,,,9,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,10,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,11,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,,,,,,,,,,,,,,,,,,,,,,,,12,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,,,,,,,,,,,,,,,,,,,,,,,13,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,,,,,,,,,,,,,,,,,,,,,,14,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,,,,,,,,,,,,,,,,,,,,,15,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,16,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,,,,,,,,,,,,,,,,,,,17,96,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,,,,,,,,,,,,,,,,,,18,96,4,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,,,,,,,,,,,,,,,,,19,92,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,,,,,,,,,,,,,,,,20,92,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,,,,,,,,,,,,,,,21,92,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,,,,,,,,,,,,,,22,92,1,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,,,,,,,,,,,,,23,91,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,,,,,,,,,,,,24,91,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,,,,,,,,,,,25,91,1,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,GA-539,,,,,,,,,,26,90,0,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,GA-539,MS-020,,,,,,,,,27,90,5,96
WB2018500081-A00041,CR-022,OV-058,SP-005,PL-024,DR-005,EX-002,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,PL-016,LS-052,FT-037,LS-052,CR-049,LS-044,LS-031,IS-005,FT-072,GA-539,MS-020,AL-002,,,,,,,,-1,85,5,96
WB2018500081-A00042,CR-022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,96,0,96
WB2018500081-A00042,CR-022,OV-058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,96,0,96
WB2018500081-A00042,CR-022,OV-058,SP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,96,0,96
WB2018500081-A00042,CR-022,OV-058,SP-005,PL-024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,96,0,96
WB2018500081-A00042,CR-022,OV-058,SP-005,PL-024,DR-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,96,1,96
WB2018500081-A00042,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,95,0,96
WB2018500081-A00042,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,95,1,96
WB2018500081-A00042,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,94,0,96
WB2018500081-A00042,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,,,,,,,,,,,,,,,,,,,,,,,,,,,9,94,0,96
WB2018500081-A00042,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,,,,,,,,,,,,,,,,,,,,,,,,,,10,94,0,96
WB2018500081-A00042,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,,,,,,,,,,,,,,,,,,,,,,,,,11,94,0,96
WB2018500081-A00042,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,,,,,,,,,,,,,,,,,,,,,,,,12,94,0,96
WB2018500081-A00042,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,,,,,,,,,,,,,,,,,,,,,,,13,94,0,96
WB2018500081-A00042,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,,,,,,,,,,,,,,,,,,,,,,14,94,0,96
WB2018500081-A00042,CR-022,OV-058,SP-005,PL-024,DR-005,EX-017,DM-005,PL-007,GP-005,DR-001,EX-012,DM-005,ME-006,ME-005,SB-001,,,,,,,,,,,,,,,,,,,,,15,94,0,96
